fiscal_year,ssa,person_orcid,first_name,middle_name,last_name,proposal_role,affiliation_uei,affiliation_name,factor1_assessment,factor2_assessment,factor3_assessment,factor4_assessment,person_overall_assessment,multiple_mitigation,mitigation_explanation_person,mitigation_strategy_proposal,mitigation_explanation_proposal,proposal_number,opportunity_number,proposal_title,submitting_entity_uei,submitting_entity_name,review_type,reviewing_component,reviewing_subcomponent,assessment_state,approved_date,review_notes,mitigation_status,award_type,award_state,fain,awarded_date,award_pop_start,award_pop_end,proposal_files,person_files,review_files
2023,SSA-research,2104-2178-8021-8947,David,,Taylor,Co-PI,EB3Q82NDH2ZA,MomCorp,Prohibited Factors,No Mitigation Needed,Mitigation Measures Required,Prohibited Factors,Mitigation Measures Required,,optimization research development synergy optimization integration deployment deployment analysis.,,,80809736,OPP-689852,Adaptive modular solution Project,95C7CBF2RFOV,Acme Corp,Mitigation Annual Review,USA,I2O,Canceled,10/11/2025 20:48,,Not Needed,CRADA,Awarded,FAIN7057255,,7/5/2022 1:21,6/26/2022 13:06,proposal_80809736.pdf,person_Taylor.pdf,review_80809736.docx
2024,SSA-deployment,7079-5719-4320-8616,Peter,Michael,Miller,Collaborator,EB3Q82NDH2ZA,MomCorp,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,Prohibited Factors,No Mitigation Needed,,development strategy solutions research research.,Threat Briefs,,76675944,OPP-938469,Cross-platform multimedia project Project,VWDUSH65P3UT,Wayne Enterprises,Initial,USA,MSO,In Progress,7/8/2024 10:26,,Not Needed,Other Transaction Authority,Awarded,FAIN4615095,,6/12/2024 10:08,,proposal_76675944.pdf,,review_76675944.docx
2024,SSA-deployment,6666-2150-1318-9273,Michael,,Williams,Student,1317BRU1K5HM,Blue Sun Corp,Prohibited Factors,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,Prohibited Factors,"Cessation, Increased Reporting",,Threat Briefs,,76675944,OPP-938469,Cross-platform multimedia project Project,VWDUSH65P3UT,Wayne Enterprises,Initial,USA,MSO,In Progress,7/8/2024 10:26,,Not Needed,Other Transaction Authority,Awarded,FAIN4615095,,6/12/2024 10:08,,proposal_76675944.pdf,,review_76675944.docx
2024,SSA-deployment,5260-7018-8099-8748,Susan,,Smith,PI,CZ5TQAGRDPFT,Tyrell Corp,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,"Cessation, Increased Reporting",solutions synergy integration solutions innovation solutions innovation.,Threat Briefs,,76675944,OPP-938469,Cross-platform multimedia project Project,VWDUSH65P3UT,Wayne Enterprises,Initial,USA,MSO,In Progress,7/8/2024 10:26,,Not Needed,Other Transaction Authority,Awarded,FAIN4615095,,6/12/2024 10:08,,proposal_76675944.pdf,,review_76675944.docx
2023,SSA-synergy,8603-5590-1153-5798,David,,Wilson,Student,95C7CBF2RFOV,Acme Corp,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,Threat Briefs,development optimization analysis analysis research research.,Threat Briefs,innovation innovation deployment development development deployment.,38187858,OPP-052584,Configurable value-added system engine Project,8JK40Q30BVHV,Cyberdyne Systems,Initial,DHA,MSO,In Progress,8/8/2024 20:08,mNEg gfSOBVvDPnXWbKOEGbyrHREIjaecLOyUogjQCSRxpUaUwen,Pending,Grant,Declined,,7/9/2025 13:29,11/12/2021 20:24,,proposal_38187858.pdf,person_Wilson.pdf,
2023,SSA-synergy,6969-3078-2618-4315,Susan,Michael,Moore,Consultant,1317BRU1K5HM,Blue Sun Corp,Prohibited Factors,Prohibited Factors,No Mitigation Needed,No Mitigation Needed,Mitigation Measures Required,,development synergy strategy strategy development strategy optimization strategy strategy integration synergy innovation solutions analysis.,Threat Briefs,innovation innovation deployment development development deployment.,38187858,OPP-052584,Configurable value-added system engine Project,8JK40Q30BVHV,Cyberdyne Systems,Initial,DHA,MSO,In Progress,8/8/2024 20:08,mNEg gfSOBVvDPnXWbKOEGbyrHREIjaecLOyUogjQCSRxpUaUwen,Pending,Grant,Declined,,7/9/2025 13:29,11/12/2021 20:24,,proposal_38187858.pdf,,
2023,SSA-innovation,3721-3731-4798-8779,Susan,,Jones,Student,P0BJREZAN0YF,Stark Industries,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,Prohibited Factors,No Mitigation Needed,Threat Briefs,integration innovation research research deployment development integration development.,"Cessation, Increased Reporting",,15163156,OPP-947473,Adaptive modular solution Project,2GM2D03Z4F45,Omni Consumer Products,Initial,DARPA,DSO,In Progress,9/1/2023 20:20,wonHWMWQowrgQrAgArVXT,Pending,Other,In Negotiation,,,1/3/2025 19:07,4/28/2023 19:16,proposal_15163156.pdf,person_Jones.pdf,review_15163156.docx
2023,SSA-innovation,5051-6236-8974-1785,Robert,,Brown,Consultant,HUWUOZZIA6YC,Wayne Enterprises,Prohibited Factors,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,Threat Briefs,,"Cessation, Increased Reporting",,15163156,OPP-947473,Adaptive modular solution Project,2GM2D03Z4F45,Omni Consumer Products,Initial,DARPA,DSO,In Progress,9/1/2023 20:20,wonHWMWQowrgQrAgArVXT,Pending,Other,In Negotiation,,,1/3/2025 19:07,4/28/2023 19:16,proposal_15163156.pdf,person_Brown.pdf,review_15163156.docx
2024,SSA-research,5449-1918-8071-9289,John,,Moore,PI,1317BRU1K5HM,Blue Sun Corp,Prohibited Factors,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,Threat Briefs,research innovation research innovation analysis integration optimization synergy analysis innovation research research optimization strategy integration.,"Cessation, Increased Reporting",research strategy optimization synergy development.,84381694,OPP-047022,Adaptive modular solution Project,95C7CBF2RFOV,Acme Corp,Mitigation Annual Review,DTRA,DSO,In Progress,7/18/2021 0:23,HOPaDbamCwmuMOmmZBdFofvOvtevSrwMcNivIPlUAjFF KnSpFIOoyrFrTaZq gbpXEwtpYYdVRonkhnGlkwurHNtPklnAWgQVwDQMGjfXpnGVsNlZwgvpxV WfPNKUqWopNuArZrzHrSy xfleCUUoFZTmfstosJVGJPceUDBop,Complete,CRADA,Pending,,11/16/2023 1:29,11/15/2022 15:51,,proposal_84381694.pdf,,review_84381694.docx
2024,SSA-research,2718-8439-2632-4495,Robert,,Jones,Student,CZ5TQAGRDPFT,Tyrell Corp,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,Threat Briefs,optimization strategy integration solutions optimization integration solutions deployment development research deployment innovation synergy strategy synergy.,"Cessation, Increased Reporting",research strategy optimization synergy development.,84381694,OPP-047022,Adaptive modular solution Project,95C7CBF2RFOV,Acme Corp,Mitigation Annual Review,DTRA,DSO,In Progress,7/18/2021 0:23,HOPaDbamCwmuMOmmZBdFofvOvtevSrwMcNivIPlUAjFF KnSpFIOoyrFrTaZq gbpXEwtpYYdVRonkhnGlkwurHNtPklnAWgQVwDQMGjfXpnGVsNlZwgvpxV WfPNKUqWopNuArZrzHrSy xfleCUUoFZTmfstosJVGJPceUDBop,Complete,CRADA,Pending,,11/16/2023 1:29,11/15/2022 15:51,,proposal_84381694.pdf,,review_84381694.docx
2024,SSA-research,9818-6881-1670-7498,Linda,Susan,Davis,Student,4K0AW4066EK0,Virtucon,No Mitigation Needed,Mitigation Measures Required,Prohibited Factors,Mitigation Measures Required,Prohibited Factors,,strategy analysis synergy innovation analysis innovation solutions research integration integration analysis integration.,"Cessation, Increased Reporting",research strategy optimization synergy development.,84381694,OPP-047022,Adaptive modular solution Project,95C7CBF2RFOV,Acme Corp,Mitigation Annual Review,DTRA,DSO,In Progress,7/18/2021 0:23,HOPaDbamCwmuMOmmZBdFofvOvtevSrwMcNivIPlUAjFF KnSpFIOoyrFrTaZq gbpXEwtpYYdVRonkhnGlkwurHNtPklnAWgQVwDQMGjfXpnGVsNlZwgvpxV WfPNKUqWopNuArZrzHrSy xfleCUUoFZTmfstosJVGJPceUDBop,Complete,CRADA,Pending,,11/16/2023 1:29,11/15/2022 15:51,,proposal_84381694.pdf,,review_84381694.docx
2024,SSA-research,9586-4824-9787-8619,Linda,Patricia,Anderson,Co-PI,2GM2D03Z4F45,Omni Consumer Products,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,No Mitigation Needed,"Cessation, Increased Reporting",research analysis solutions research integration optimization research.,"Cessation, Increased Reporting",research strategy optimization synergy development.,84381694,OPP-047022,Adaptive modular solution Project,95C7CBF2RFOV,Acme Corp,Mitigation Annual Review,DTRA,DSO,In Progress,7/18/2021 0:23,HOPaDbamCwmuMOmmZBdFofvOvtevSrwMcNivIPlUAjFF KnSpFIOoyrFrTaZq gbpXEwtpYYdVRonkhnGlkwurHNtPklnAWgQVwDQMGjfXpnGVsNlZwgvpxV WfPNKUqWopNuArZrzHrSy xfleCUUoFZTmfstosJVGJPceUDBop,Complete,CRADA,Pending,,11/16/2023 1:29,11/15/2022 15:51,,proposal_84381694.pdf,,review_84381694.docx
2023,SSA-development,2553-1903-5850-9269,Susan,,Davis,PI,1317BRU1K5HM,Blue Sun Corp,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,Mitigation Measures Required,Mitigation Measures Required,"Cessation, Increased Reporting",deployment research development deployment integration deployment development strategy analysis optimization solutions.,,,32771750,OPP-296821,Configurable value-added system engine Project,95C7CBF2RFOV,Acme Corp,Mitigation Annual Review,NGA,I2O,Canceled,10/8/2024 14:21,iLKKmlPSOdMrUDPSwrFizDxLeKPgDElegVeZSKhZsAFFSowugFGNGmeEAoQthXkpGcHMoPeFhhepFwVdJwELZwkwnbzGU ziXdZOemtFrwPykynMCppWiOTMKTjbHZeLHcLQUuZdeGSmCiOWzq jaQTkMRwLApjncFuXVqCbRIigdllPLWapHid,Pending,FAR-based Contract,Declined,,7/13/2021 3:57,4/11/2025 22:43,,proposal_32771750.pdf,,review_32771750.docx
2023,SSA-innovation,1990-7633-2513-1879,Mary,Peter,Williams,Student,P0BJREZAN0YF,Stark Industries,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,Threat Briefs,integration strategy strategy integration innovation synergy synergy deployment innovation optimization.,"Cessation, Increased Reporting",development analysis optimization development innovation innovation integration synergy.,33228385,OPP-228584,Cloned scalable matrix Project,VWDUSH65P3UT,Wayne Enterprises,Initial,DARPA,TTO,In Progress,11/24/2022 13:11,AvNKYabuGxTVALkFpGQMxYUtRxYZbknxxyAqik YqP zCZNhZnjacPATik CkPNUoJtypRqAWcVQhdB LhqxaxKFRVDWOHsBT,Complete,FAR-based Contract,Declined,,11/28/2021 8:44,2/11/2022 2:45,,proposal_33228385.pdf,,
2023,SSA-analysis,2553-1903-5850-9269,Susan,,Davis,Co-PI,8JK40Q30BVHV,Cyberdyne Systems,No Mitigation Needed,Mitigation Measures Required,Prohibited Factors,No Mitigation Needed,No Mitigation Needed,Threat Briefs,,Threat Briefs,development analysis analysis synergy development research innovation analysis.,68160041,OPP-570824,Business-focused client-driven initiative Project,VWDUSH65P3UT,Wayne Enterprises,Initial,INSCOM,TTO,Completed,9/25/2023 3:39,QvcbTGqjbfnheflJurIZjy eoEDSSVJccayCJIZEoBitwRdcWFeneUAgqFPou wlWa KSVIj BIVShHFraKsKajoLtVcahw ywC,Pending,FAR-based Contract,Pending,,3/27/2020 3:34,11/24/2024 0:20,,proposal_68160041.pdf,,
2023,SSA-analysis,8291-2539-5590-1671,Jane,John,Moore,Consultant,95C7CBF2RFOV,Acme Corp,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,Mitigation Measures Required,,,Threat Briefs,development analysis analysis synergy development research innovation analysis.,68160041,OPP-570824,Business-focused client-driven initiative Project,VWDUSH65P3UT,Wayne Enterprises,Initial,INSCOM,TTO,Completed,9/25/2023 3:39,QvcbTGqjbfnheflJurIZjy eoEDSSVJccayCJIZEoBitwRdcWFeneUAgqFPou wlWa KSVIj BIVShHFraKsKajoLtVcahw ywC,Pending,FAR-based Contract,Pending,,3/27/2020 3:34,11/24/2024 0:20,,proposal_68160041.pdf,,
2023,SSA-analysis,6011-3541-8756-9276,John,John,Anderson,Consultant,2GM2D03Z4F45,Omni Consumer Products,Prohibited Factors,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,"Cessation, Increased Reporting",,Threat Briefs,development analysis analysis synergy development research innovation analysis.,68160041,OPP-570824,Business-focused client-driven initiative Project,VWDUSH65P3UT,Wayne Enterprises,Initial,INSCOM,TTO,Completed,9/25/2023 3:39,QvcbTGqjbfnheflJurIZjy eoEDSSVJccayCJIZEoBitwRdcWFeneUAgqFPou wlWa KSVIj BIVShHFraKsKajoLtVcahw ywC,Pending,FAR-based Contract,Pending,,3/27/2020 3:34,11/24/2024 0:20,,proposal_68160041.pdf,person_Anderson.pdf,
2023,SSA-analysis,2718-8439-2632-4495,Robert,,Jones,Student,95C7CBF2RFOV,Acme Corp,No Mitigation Needed,Mitigation Measures Required,Prohibited Factors,No Mitigation Needed,Prohibited Factors,Threat Briefs,solutions analysis solutions research strategy innovation innovation research development solutions research innovation integration.,Threat Briefs,development analysis analysis synergy development research innovation analysis.,68160041,OPP-570824,Business-focused client-driven initiative Project,VWDUSH65P3UT,Wayne Enterprises,Initial,INSCOM,TTO,Completed,9/25/2023 3:39,QvcbTGqjbfnheflJurIZjy eoEDSSVJccayCJIZEoBitwRdcWFeneUAgqFPou wlWa KSVIj BIVShHFraKsKajoLtVcahw ywC,Pending,FAR-based Contract,Pending,,3/27/2020 3:34,11/24/2024 0:20,,proposal_68160041.pdf,,
2023,SSA-analysis,8397-4644-6998-9181,Michael,,Davis,Collaborator,EB3Q82NDH2ZA,MomCorp,No Mitigation Needed,Prohibited Factors,No Mitigation Needed,Prohibited Factors,Prohibited Factors,"Cessation, Increased Reporting",analysis development analysis synergy analysis deployment optimization innovation innovation optimization solutions solutions.,Threat Briefs,development analysis analysis synergy development research innovation analysis.,68160041,OPP-570824,Business-focused client-driven initiative Project,VWDUSH65P3UT,Wayne Enterprises,Initial,INSCOM,TTO,Completed,9/25/2023 3:39,QvcbTGqjbfnheflJurIZjy eoEDSSVJccayCJIZEoBitwRdcWFeneUAgqFPou wlWa KSVIj BIVShHFraKsKajoLtVcahw ywC,Pending,FAR-based Contract,Pending,,3/27/2020 3:34,11/24/2024 0:20,,proposal_68160041.pdf,,
2023,SSA-synergy,7274-7939-3479-9584,John,,Smith,Collaborator,S16GSAX4CIDY,Globex Inc,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,No Mitigation Needed,No Mitigation Needed,"Cessation, Increased Reporting",analysis deployment analysis synergy strategy research research deployment integration analysis strategy research strategy.,Threat Briefs,,92373248,OPP-745758,Automated bi-directional pricing structure Project,1317BRU1K5HM,Blue Sun Corp,Initial,DTRA,MSO,In Progress,9/11/2020 16:00,nTLRJFpNahlWFXADpRTgkr NQtjJDmRlhRGyMFtW swQTbXqKaS,Pending,FAR-based Contract,Pending,,5/10/2022 14:45,9/28/2021 20:22,,proposal_92373248.pdf,,
2025,SSA-solutions,4115-1143-6154-8317,Peter,,Williams,PI,CZ5TQAGRDPFT,Tyrell Corp,Mitigation Measures Required,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,"Cessation, Increased Reporting",analysis optimization innovation deployment development optimization strategy.,Threat Briefs,research development analysis optimization analysis research research analysis deployment research innovation synergy integration deployment.,63928815,OPP-167956,Cloned scalable matrix Project,P0BJREZAN0YF,Stark Industries,Mitigation Annual Review,DARPA,DSO,Canceled,3/23/2023 16:09,FSMMpjCMfAVAoHRDIzKKzCozdPMKMIPGLwAaSwztDVkNJTFtcutZOyVjV xtxCYaQWxsNkuSvaLtOVRJUKyFkeYZAZLFCqCHEFwwLTJecDjlIJOmKiMaJmBZdi LELtYwftAnFLLZIKrmiUbsZsgBUkqswgjITGYhveP,Complete,Other Transaction Authority,In Negotiation,,5/3/2025 6:29,2/6/2023 13:10,,proposal_63928815.pdf,person_Williams.pdf,review_63928815.docx
2025,SSA-solutions,8397-4644-6998-9181,Michael,,Davis,Consultant,S16GSAX4CIDY,Globex Inc,Prohibited Factors,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,No Mitigation Needed,"Cessation, Increased Reporting",innovation research optimization optimization synergy integration innovation innovation strategy optimization.,Threat Briefs,research development analysis optimization analysis research research analysis deployment research innovation synergy integration deployment.,63928815,OPP-167956,Cloned scalable matrix Project,P0BJREZAN0YF,Stark Industries,Mitigation Annual Review,DARPA,DSO,Canceled,3/23/2023 16:09,FSMMpjCMfAVAoHRDIzKKzCozdPMKMIPGLwAaSwztDVkNJTFtcutZOyVjV xtxCYaQWxsNkuSvaLtOVRJUKyFkeYZAZLFCqCHEFwwLTJecDjlIJOmKiMaJmBZdi LELtYwftAnFLLZIKrmiUbsZsgBUkqswgjITGYhveP,Complete,Other Transaction Authority,In Negotiation,,5/3/2025 6:29,2/6/2023 13:10,,proposal_63928815.pdf,,review_63928815.docx
2025,SSA-solutions,1139-8650-9589-5613,Patricia,Patricia,Smith,PI,VWDUSH65P3UT,Wayne Enterprises,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,,deployment development integration development optimization synergy analysis development integration innovation deployment solutions synergy.,Threat Briefs,research development analysis optimization analysis research research analysis deployment research innovation synergy integration deployment.,63928815,OPP-167956,Cloned scalable matrix Project,P0BJREZAN0YF,Stark Industries,Mitigation Annual Review,DARPA,DSO,Canceled,3/23/2023 16:09,FSMMpjCMfAVAoHRDIzKKzCozdPMKMIPGLwAaSwztDVkNJTFtcutZOyVjV xtxCYaQWxsNkuSvaLtOVRJUKyFkeYZAZLFCqCHEFwwLTJecDjlIJOmKiMaJmBZdi LELtYwftAnFLLZIKrmiUbsZsgBUkqswgjITGYhveP,Complete,Other Transaction Authority,In Negotiation,,5/3/2025 6:29,2/6/2023 13:10,,proposal_63928815.pdf,person_Smith.pdf,review_63928815.docx
2025,SSA-solutions,6969-3078-2618-4315,Susan,,Moore,Consultant,EB3Q82NDH2ZA,MomCorp,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,No Mitigation Needed,Mitigation Measures Required,Threat Briefs,deployment optimization solutions development solutions strategy.,Threat Briefs,research development analysis optimization analysis research research analysis deployment research innovation synergy integration deployment.,63928815,OPP-167956,Cloned scalable matrix Project,P0BJREZAN0YF,Stark Industries,Mitigation Annual Review,DARPA,DSO,Canceled,3/23/2023 16:09,FSMMpjCMfAVAoHRDIzKKzCozdPMKMIPGLwAaSwztDVkNJTFtcutZOyVjV xtxCYaQWxsNkuSvaLtOVRJUKyFkeYZAZLFCqCHEFwwLTJecDjlIJOmKiMaJmBZdi LELtYwftAnFLLZIKrmiUbsZsgBUkqswgjITGYhveP,Complete,Other Transaction Authority,In Negotiation,,5/3/2025 6:29,2/6/2023 13:10,,proposal_63928815.pdf,person_Moore.pdf,review_63928815.docx
2023,SSA-analysis,6743-4763-9778-8814,Robert,,Taylor,Collaborator,2GM2D03Z4F45,Omni Consumer Products,No Mitigation Needed,Mitigation Measures Required,No Mitigation Needed,Mitigation Measures Required,Prohibited Factors,Threat Briefs,optimization research development research synergy synergy.,Threat Briefs,,66376325,OPP-465677,Adaptive modular solution Project,VWDUSH65P3UT,Wayne Enterprises,Initial,ACC,DSO,Completed,6/12/2024 1:19,,Not Needed,FAR-based Contract,Pending,,2/5/2021 1:31,9/1/2021 11:54,1/10/2023 18:05,proposal_66376325.pdf,person_Taylor.pdf,review_66376325.docx
2023,SSA-analysis,3624-2474-4256-1521,David,,Williams,Consultant,4K0AW4066EK0,Virtucon,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,,innovation solutions analysis innovation research development research optimization strategy synergy innovation development.,Threat Briefs,,66376325,OPP-465677,Adaptive modular solution Project,VWDUSH65P3UT,Wayne Enterprises,Initial,ACC,DSO,Completed,6/12/2024 1:19,,Not Needed,FAR-based Contract,Pending,,2/5/2021 1:31,9/1/2021 11:54,1/10/2023 18:05,proposal_66376325.pdf,person_Williams.pdf,review_66376325.docx
